client_id,sess_id,timeon
455.00,0.00,4033.47
456.00,0.00,334.52
457.00,0.00,5142.91
458.00,0.00,1.00
459.00,0.00,804.91
460.00,0.00,199.13
461.00,0.00,98.36
462.00,0.00,260.59
463.00,0.00,981.12
464.00,0.00,198.30
465.00,0.00,4116.50
466.00,0.00,176.38
467.00,0.00,228.86
468.00,0.00,1408.28
469.00,0.00,460.43
470.00,0.00,397.61
471.00,0.00,760.49
472.00,0.00,853.47
473.00,0.00,319.72
474.00,0.00,2705.77
475.00,0.00,890.47
476.00,0.00,1.77
477.00,0.00,904.47
478.00,0.00,1074.77
479.00,0.00,1092.90
480.00,0.00,2934.12
481.00,0.00,1619.30
482.00,0.00,102.89
483.00,0.00,2354.82
484.00,0.00,3645.84
485.00,0.00,3472.09
486.00,0.00,8.44
487.00,0.00,471.75
488.00,0.00,851.18
489.00,0.00,516.40
490.00,0.00,28.22
491.00,0.00,16.20
492.00,0.00,540.50
493.00,0.00,76.03
494.00,0.00,3906.80
495.00,0.00,3663.55
496.00,0.00,5691.53
497.00,0.00,1054.20
498.00,0.00,2030.60
499.00,0.00,1940.50
500.00,0.00,14.21
501.00,0.00,98.20
502.00,0.00,16.95
503.00,0.00,4696.42
504.00,0.00,3398.03
505.00,0.00,157.27
506.00,0.00,7597.65
507.00,0.00,357.15
508.00,0.00,3.90
509.00,0.00,257.92
510.00,0.00,834.61
511.00,0.00,429.35
512.00,0.00,918.92
513.00,0.00,804.05
514.00,0.00,148.46
515.00,0.00,2444.19
516.00,0.00,424.30
517.00,0.00,3503.69
518.00,0.00,2576.60
519.00,0.00,463.52
520.00,0.00,2781.38
521.00,0.00,732.67
522.00,0.00,3108.67
523.00,0.00,1.03
524.00,0.00,1832.67
525.00,0.00,808.83
526.00,0.00,590.16
527.00,0.00,395.57
528.00,0.00,507.29
529.00,0.00,4532.41
530.00,0.00,53.67
531.00,0.00,3.94
532.00,0.00,4308.29
533.00,0.00,1.58
534.00,0.00,21.42
535.00,0.00,2019.18
536.00,0.00,3345.78
537.00,0.00,288.72
538.00,0.00,1627.68
539.00,0.00,85.04
540.00,0.00,2411.20
541.00,0.00,888.62
542.00,0.00,7504.90
543.00,0.00,665.00
544.00,0.00,1.34
545.00,0.00,696.98
546.00,0.00,1639.00
547.00,0.00,3505.28
548.00,0.00,101.52
549.00,0.00,76.92
550.00,0.00,4469.56
551.00,0.00,1622.51
552.00,0.00,53.90
553.00,0.00,434.78
554.00,0.00,20.83
555.00,0.00,3134.50
556.00,0.00,214.23
557.00,0.00,995.19
558.00,0.00,120.01
559.00,0.00,1630.52
560.00,0.00,480.59
561.00,0.00,71.06
562.00,0.00,887.32
563.00,0.00,1239.48
564.00,0.00,2330.51
565.00,0.00,343.34
566.00,0.00,2536.71
567.00,0.00,12.72
568.00,0.00,943.09
569.00,0.00,393.05
570.00,0.00,4007.93
571.00,0.00,252.39
572.00,0.00,1037.32
573.00,0.00,834.77
574.00,0.00,174.73
575.00,0.00,1223.47
576.00,0.00,294.73
577.00,0.00,64.19
578.00,0.00,3.70
579.00,0.00,6891.77
580.00,0.00,1400.82
581.00,0.00,12.06
582.00,0.00,343.69
583.00,0.00,577.31
584.00,0.00,91.28
585.00,0.00,1044.68
586.00,0.00,2016.63
587.00,0.00,4.48
588.00,0.00,6088.62
589.00,0.00,1528.32
590.00,0.00,3353.44
591.00,0.00,1056.69
592.00,0.00,1573.72
593.00,0.00,1787.11
594.00,0.00,7.00
595.00,0.00,828.82
596.00,0.00,1737.12
597.00,0.00,1832.56
598.00,0.00,299.56
599.00,0.00,4119.50
600.00,0.00,2090.55
601.00,0.00,1259.77
602.00,0.00,120.26
603.00,0.00,2850.38
604.00,0.00,537.43
605.00,0.00,1.07
606.00,0.00,1228.70
607.00,0.00,1400.33
608.00,0.00,1138.91
609.00,0.00,2188.30
610.00,0.00,197.92
611.00,0.00,1353.23
612.00,0.00,4725.96
613.00,0.00,141.27
614.00,0.00,5447.83
615.00,0.00,1151.41
616.00,0.00,100.67
617.00,0.00,5828.39
618.00,0.00,332.77
619.00,0.00,2304.25
620.00,0.00,1565.95
621.00,0.00,2305.73
622.00,0.00,55.58
623.00,0.00,1328.13
624.00,0.00,4403.03
625.00,0.00,1271.88
626.00,0.00,1151.54
627.00,0.00,9.04
628.00,0.00,360.47
629.00,0.00,1266.47
630.00,0.00,512.86
631.00,0.00,503.55
632.00,0.00,3.34
633.00,0.00,2110.19
634.00,0.00,200.49
635.00,0.00,842.43
636.00,0.00,398.76
637.00,0.00,3643.42
638.00,0.00,1119.62
639.00,0.00,25.64
640.00,0.00,1406.69
641.00,0.00,176.04
642.00,0.00,2954.98
643.00,0.00,793.73
644.00,0.00,4324.69
645.00,0.00,63.59
646.00,0.00,1658.64
647.00,0.00,801.05
648.00,0.00,2.66
649.00,0.00,6972.91
650.00,0.00,418.63
651.00,0.00,9.35
652.00,0.00,1151.80
653.00,0.00,71.50
654.00,0.00,1186.80
655.00,0.00,11.01
656.00,0.00,4232.99
657.00,0.00,4608.02
658.00,0.00,301.27
659.00,0.00,7019.25
660.00,0.00,270.58
661.00,0.00,1347.82
662.00,0.00,2162.51
663.00,0.00,315.64
664.00,0.00,62.07
665.00,0.00,98.19
666.00,0.00,602.02
667.00,0.00,5451.44
668.00,0.00,77.07
669.00,0.00,694.53
670.00,0.00,1120.18
671.00,0.00,1173.36
672.00,0.00,2156.73
673.00,0.00,7989.99
674.00,0.00,5587.42
675.00,0.00,23.39
676.00,0.00,322.29
677.00,0.00,379.46
678.00,0.00,3.17
679.00,0.00,54.33
680.00,0.00,176.12
681.00,0.00,2575.39
682.00,0.00,134.22
683.00,0.00,964.68
684.00,0.00,292.61
685.00,0.00,16.14
686.00,0.00,2822.52
687.00,0.00,1329.61
688.00,0.00,4005.71
689.00,0.00,5239.57
690.00,0.00,3000.74
691.00,0.00,4376.04
692.00,0.00,3931.64
693.00,0.00,2655.89
694.00,0.00,326.69
695.00,0.00,6392.53
696.00,0.00,109.03
697.00,0.00,6650.01
698.00,0.00,275.40
699.00,0.00,96.93
700.00,0.00,467.86
701.00,0.00,4136.42
702.00,0.00,187.11
703.00,0.00,2086.64
704.00,0.00,1080.53
705.00,0.00,4999.30
706.00,0.00,3440.68
707.00,0.00,995.34
708.00,0.00,227.72
709.00,0.00,3170.06
710.00,0.00,69.60
711.00,0.00,1650.37
712.00,0.00,6243.33
713.00,0.00,991.77
714.00,0.00,1714.31
715.00,0.00,5403.05
716.00,0.00,1971.03
717.00,0.00,1446.77
718.00,0.00,2921.08
719.00,0.00,821.97
720.00,0.00,585.50
721.00,0.00,196.88
722.00,0.00,30.34
723.00,0.00,541.32
724.00,0.00,6970.68
725.00,0.00,16.58
726.00,0.00,2909.89
727.00,0.00,5483.43
728.00,0.00,3128.97
729.00,0.00,5.27
730.00,0.00,1851.34
731.00,0.00,605.08
732.00,0.00,3160.79
733.00,0.00,4493.87
734.00,0.00,1343.53
735.00,0.00,464.78
736.00,0.00,599.21
737.00,0.00,908.88
738.00,0.00,3083.02
739.00,0.00,4397.67
740.00,0.00,221.30
741.00,0.00,848.16
742.00,0.00,1587.18
743.00,0.00,1164.93
744.00,0.00,408.43
745.00,0.00,2621.50
746.00,0.00,688.78
747.00,0.00,936.71
748.00,0.00,2452.81
749.00,0.00,100.50
750.00,0.00,98.28
751.00,0.00,18.37
752.00,0.00,156.28
753.00,0.00,1.56
754.00,0.00,1692.46
755.00,0.00,1334.27
756.00,0.00,5524.39
757.00,0.00,6.91
758.00,0.00,4671.71
759.00,0.00,448.82
760.00,0.00,148.37
761.00,0.00,3070.71
762.00,0.00,989.32
763.00,0.00,2654.00
764.00,0.00,481.00
765.00,0.00,156.92
766.00,0.00,1502.79
767.00,0.00,3244.75
768.00,0.00,3300.02
769.00,0.00,23.82
770.00,0.00,151.54
771.00,0.00,698.28
772.00,0.00,565.49
773.00,0.00,1012.43
774.00,0.00,2408.53
775.00,0.00,7777.26
776.00,0.00,1702.42
777.00,0.00,1645.97
778.00,0.00,581.46
779.00,0.00,1066.61
780.00,0.00,4992.91
781.00,0.00,9.71
782.00,0.00,2129.46
783.00,0.00,8048.05
784.00,0.00,4788.99
785.00,0.00,1932.81
786.00,0.00,2.71
787.00,0.00,1876.91
788.00,0.00,696.57
789.00,0.00,269.47
790.00,0.00,967.41
791.00,0.00,5330.70
792.00,0.00,3778.97
793.00,0.00,4873.44
794.00,0.00,345.68
795.00,0.00,385.74
796.00,0.00,874.65
797.00,0.00,4626.10
798.00,0.00,315.03
799.00,0.00,120.78
800.00,0.00,5831.95
801.00,0.00,166.98
802.00,0.00,34.76
803.00,0.00,3388.57
804.00,0.00,59.79
805.00,0.00,512.96
806.00,0.00,1868.21
807.00,0.00,1289.66
808.00,0.00,1566.70
809.00,0.00,30.58
810.00,0.00,1537.24
811.00,0.00,1871.55
812.00,0.00,1787.09
813.00,0.00,649.07
814.00,0.00,50.18
815.00,0.00,123.57
816.00,0.00,349.29
817.00,0.00,242.25
818.00,0.00,690.73
819.00,0.00,56.11
820.00,0.00,184.24
821.00,0.00,973.41
822.00,0.00,513.39
823.00,0.00,550.93
824.00,0.00,3746.82
825.00,0.00,4335.80
826.00,0.00,457.22
827.00,0.00,92.75
828.00,0.00,1091.10
829.00,0.00,1182.35
830.00,0.00,832.16
831.00,0.00,656.79
832.00,0.00,75.28
833.00,0.00,1676.08
834.00,0.00,607.19
835.00,0.00,29.60
836.00,0.00,45.65
837.00,0.00,196.77
838.00,0.00,5447.01
839.00,0.00,1438.59
840.00,0.00,14.52
841.00,0.00,764.82
842.00,0.00,532.11
843.00,0.00,107.70
844.00,0.00,8.48
845.00,0.00,6271.52
846.00,0.00,2026.01
847.00,0.00,1142.87
848.00,0.00,443.68
849.00,0.00,1704.87
850.00,0.00,17.28
851.00,0.00,1418.91
852.00,0.00,2843.90
853.00,0.00,3182.24
854.00,0.00,4523.10
855.00,0.00,8592.38
856.00,0.00,735.05
857.00,0.00,1291.78
858.00,0.00,3161.26
859.00,0.00,2051.45
860.00,0.00,67.09
861.00,0.00,1567.19
862.00,0.00,225.41
863.00,0.00,11738.18
864.00,0.00,365.40
865.00,0.00,562.35
866.00,0.00,4795.97
867.00,0.00,6079.34
868.00,0.00,334.97
869.00,0.00,32.10
870.00,0.00,16.32
871.00,0.00,3957.93
872.00,0.00,1718.12
873.00,0.00,5495.16
874.00,0.00,2974.30
875.00,0.00,5216.06
876.00,0.00,3.52
877.00,0.00,1075.30
878.00,0.00,17.50
879.00,0.00,2172.33
880.00,0.00,2790.19
881.00,0.00,186.39
882.00,0.00,358.71
883.00,0.00,1351.21
884.00,0.00,3440.56
885.00,0.00,181.69
886.00,0.00,4260.85
887.00,0.00,3802.85
888.00,0.00,2707.01
889.00,0.00,2055.23
890.00,0.00,7350.21
891.00,0.00,243.09
892.00,0.00,1680.22
893.00,0.00,9302.78
894.00,0.00,6160.11
895.00,0.00,5369.16
896.00,0.00,1874.20
897.00,0.00,1283.30
898.00,0.00,2392.76
899.00,0.00,4827.81
900.00,0.00,255.95
901.00,0.00,2029.25
902.00,0.00,7456.53
903.00,0.00,8657.65
904.00,0.00,4854.17
905.00,0.00,34.25
906.00,0.00,479.66
907.00,0.00,5980.55
908.00,0.00,303.67
909.00,0.00,1934.71
910.00,0.00,282.97
911.00,0.00,963.32
912.00,0.00,1908.91
913.00,0.00,14.80
914.00,0.00,3347.88
915.00,0.00,11.84
916.00,0.00,8.56
917.00,0.00,321.70
918.00,0.00,744.90
919.00,0.00,937.97
920.00,0.00,54.74
921.00,0.00,4610.28
922.00,0.00,1.72
923.00,0.00,200.30
924.00,0.00,315.81
925.00,0.00,705.10
926.00,0.00,4011.11
927.00,0.00,519.03
928.00,0.00,7678.81
929.00,0.00,128.35
930.00,0.00,845.34
931.00,0.00,1.00
932.00,0.00,1580.55
933.00,0.00,42.28
934.00,0.00,3337.15
935.00,0.00,4046.73
936.00,0.00,72.81
937.00,0.00,639.60
938.00,0.00,360.19
939.00,0.00,9040.84
940.00,0.00,1952.09
941.00,0.00,3586.70
942.00,0.00,400.33
943.00,0.00,56.34
944.00,0.00,1925.78
945.00,0.00,1195.22
946.00,0.00,1859.92
947.00,0.00,7542.60
948.00,0.00,465.52
949.00,0.00,4744.49
950.00,0.00,5386.55
951.00,0.00,414.88
952.00,0.00,76.65
953.00,0.00,32.89
954.00,0.00,1920.45
955.00,0.00,1188.98
956.00,0.00,5894.51
957.00,0.00,1740.69
958.00,0.00,1894.07
959.00,0.00,5576.12
960.00,0.00,741.53
961.00,0.00,1053.41
962.00,0.00,43.58
963.00,0.00,1160.12
964.00,0.00,824.48
965.00,0.00,2709.00
966.00,0.00,8496.54
967.00,0.00,420.77
968.00,0.00,8.28
969.00,0.00,933.06
970.00,0.00,967.29
971.00,0.00,443.49
972.00,0.00,493.10
973.00,0.00,795.68
974.00,0.00,894.50
975.00,0.00,682.45
976.00,0.00,530.36
977.00,0.00,264.03
978.00,0.00,1.29
979.00,0.00,581.33
980.00,0.00,7698.74
981.00,0.00,699.96
982.00,0.00,3922.88
983.00,0.00,341.84
984.00,0.00,1.35
985.00,0.00,723.71
986.00,0.00,446.87
987.00,0.00,1265.43
988.00,0.00,477.88
989.00,0.00,12.06
990.00,0.00,2542.59
991.00,0.00,893.89
992.00,0.00,146.00
993.00,0.00,431.18
994.00,0.00,396.21
995.00,0.00,1.14
996.00,0.00,85.85
997.00,0.00,45.21
998.00,0.00,797.02
999.00,0.00,215.47
1000.00,0.00,527.59
1001.00,0.00,232.60
1002.00,0.00,3077.98
1003.00,0.00,5074.20
1004.00,0.00,924.35
1005.00,0.00,296.21
1006.00,0.00,1.47
1007.00,0.00,5253.32
1008.00,0.00,3310.87
1009.00,0.00,487.35
1010.00,0.00,889.38
1011.00,0.00,19.21
1012.00,0.00,60.51
1013.00,0.00,4.03
1014.00,0.00,2697.39
1015.00,0.00,710.31
1016.00,0.00,520.90
1017.00,0.00,4072.70
1018.00,0.00,1396.48
1019.00,0.00,1611.58
1020.00,0.00,390.00
1021.00,0.00,843.15
1022.00,0.00,102.02
1023.00,0.00,919.48
1024.00,0.00,3322.36
1025.00,0.00,3723.28
1026.00,0.00,239.27
1027.00,0.00,1934.72
1028.00,0.00,2757.18
1029.00,0.00,1.00
1030.00,0.00,308.61
1031.00,0.00,4807.51
1032.00,0.00,1171.91
1033.00,0.00,312.95
1034.00,0.00,7980.50
1035.00,0.00,115.00
1036.00,0.00,2084.42
1037.00,0.00,851.83
1038.00,0.00,1043.66
1039.00,0.00,7358.74
1040.00,0.00,1873.66
1041.00,0.00,127.69
1042.00,0.00,2607.21
1043.00,0.00,1415.86
1044.00,0.00,193.13
1045.00,0.00,1546.56
1046.00,0.00,286.50
1047.00,0.00,1765.43
1048.00,0.00,3046.28
1049.00,0.00,345.72
1050.00,0.00,2419.61
1051.00,0.00,528.34
1052.00,0.00,405.77
1053.00,0.00,1517.09
1054.00,0.00,101.46
1055.00,0.00,579.38
1056.00,0.00,294.95
1057.00,0.00,300.14
1058.00,0.00,627.43
1059.00,0.00,360.15
1060.00,0.00,2294.62
1061.00,0.00,6530.75
1062.00,0.00,3.27
1063.00,0.00,95.82
1064.00,0.00,2631.02
1065.00,0.00,995.22
1066.00,0.00,3784.98
1067.00,0.00,1891.13
1068.00,0.00,3525.78
1069.00,0.00,2.06
1070.00,0.00,4452.34
1071.00,0.00,1681.35
1072.00,0.00,3838.84
1073.00,0.00,4614.40
1074.00,0.00,847.11
1075.00,0.00,475.09
1076.00,0.00,333.30
1077.00,0.00,9129.00
1078.00,0.00,285.62
1079.00,0.00,724.27
1080.00,0.00,358.70
1081.00,0.00,3159.07
1082.00,0.00,54.56
1083.00,0.00,1373.01
1084.00,0.00,2461.90
1085.00,0.00,2239.35
1086.00,0.00,2176.71
1087.00,0.00,1384.83
1088.00,0.00,3149.99
1089.00,0.00,815.77
1090.00,0.00,481.75
1091.00,0.00,626.51
1092.00,0.00,5.70
1093.00,0.00,16.40
1094.00,0.00,98.41
1095.00,0.00,160.67
1096.00,0.00,732.02
1097.00,0.00,4472.23
1098.00,0.00,2600.17
1099.00,0.00,243.29
1100.00,0.00,510.75
1101.00,0.00,469.52
1102.00,0.00,7482.00
1103.00,0.00,6322.94
1104.00,0.00,274.25
1105.00,0.00,4668.42
1106.00,0.00,1393.49
1107.00,0.00,1028.02
1108.00,0.00,2689.63
1109.00,0.00,39.25
