client_id,sess_id,timeoff
8171.00,0.00,854.28
8172.00,0.00,234.90
8172.00,1.00,121.44
8173.00,0.00,1315.13
8173.00,1.00,2768.78
8173.00,2.00,337.30
8175.00,0.00,1532.90
8183.00,0.00,129.40
8183.00,1.00,167.54
8183.00,2.00,209.44
8183.00,3.00,3084.53
8183.00,4.00,199.89
8183.00,5.00,121.33
8186.00,0.00,714.05
8186.00,1.00,1401.77
8186.00,2.00,120.12
8186.00,3.00,121.47
8186.00,4.00,1280.57
8187.00,0.00,207.32
8190.00,0.00,1744.70
8190.00,1.00,2488.51
8190.00,2.00,1228.29
8190.00,3.00,697.92
8190.00,4.00,5086.94
8190.00,5.00,783.05
8190.00,6.00,1044.14
8190.00,7.00,176.19
8194.00,0.00,7795.29
8196.00,0.00,246.97
8198.00,0.00,190.30
8198.00,1.00,184.10
8198.00,2.00,1672.24
8198.00,3.00,120.52
8198.00,4.00,340.90
8198.00,5.00,127.14
8199.00,0.00,120.02
8202.00,0.00,193.99
8202.00,1.00,2241.55
8207.00,0.00,1663.99
8208.00,0.00,130.50
8209.00,0.00,207.79
8210.00,0.00,819.08
8211.00,0.00,220.66
8216.00,0.00,806.79
8216.00,1.00,776.56
8217.00,0.00,242.20
8217.00,1.00,3859.34
8221.00,0.00,131.26
8224.00,0.00,804.31
8228.00,0.00,4636.12
8228.00,1.00,792.14
8229.00,0.00,339.67
8229.00,1.00,125.23
8229.00,2.00,370.21
8230.00,0.00,120.49
8230.00,1.00,423.49
8230.00,2.00,251.53
8231.00,0.00,396.25
8232.00,0.00,264.32
8232.00,1.00,120.01
8234.00,0.00,2158.75
8237.00,0.00,120.01
8239.00,0.00,235.97
8239.00,1.00,1129.37
8240.00,0.00,146.72
8240.00,1.00,133.12
8242.00,0.00,360.06
8245.00,0.00,263.36
8247.00,0.00,1473.46
8247.00,1.00,407.40
8249.00,0.00,120.01
8249.00,1.00,1643.92
8252.00,0.00,128.18
8252.00,1.00,1222.35
8253.00,0.00,261.05
8255.00,0.00,584.64
8257.00,0.00,217.31
8258.00,0.00,136.54
8258.00,1.00,1652.67
8258.00,2.00,171.42
8258.00,3.00,191.80
8259.00,0.00,500.47
8259.00,1.00,882.81
8259.00,2.00,452.19
8262.00,0.00,782.80
8264.00,0.00,1167.56
8264.00,1.00,158.75
8270.00,0.00,185.15
8270.00,1.00,1451.27
8271.00,0.00,1059.08
8271.00,1.00,222.43
8271.00,2.00,136.42
8273.00,0.00,187.67
8274.00,0.00,298.42
8274.00,1.00,990.79
8274.00,2.00,120.10
8276.00,0.00,1181.85
8276.00,1.00,2033.82
8276.00,2.00,1813.28
8276.00,3.00,2690.97
8276.00,4.00,2081.96
8277.00,0.00,378.60
8277.00,1.00,199.37
8277.00,2.00,184.88
8278.00,0.00,207.32
8282.00,0.00,127.10
8282.00,1.00,1082.90
8282.00,2.00,929.18
8283.00,0.00,1524.76
8285.00,0.00,247.68
8288.00,0.00,120.27
8288.00,1.00,135.76
8288.00,2.00,336.19
8288.00,3.00,1163.36
8288.00,4.00,257.57
8288.00,5.00,7857.88
8288.00,6.00,181.52
8288.00,7.00,583.52
8288.00,8.00,1217.56
8289.00,0.00,634.00
8289.00,1.00,559.14
8289.00,2.00,127.51
8294.00,0.00,120.12
8294.00,1.00,431.80
8295.00,0.00,5104.70
8298.00,0.00,136.77
8300.00,0.00,205.39
8300.00,1.00,931.18
8300.00,2.00,143.51
8300.00,3.00,2964.83
8301.00,0.00,189.21
8301.00,1.00,241.75
8302.00,0.00,500.39
8303.00,0.00,155.30
8303.00,1.00,474.56
8303.00,2.00,127.38
8303.00,3.00,434.92
8303.00,4.00,143.42
8303.00,5.00,131.71
8303.00,6.00,4287.63
8303.00,7.00,126.60
8304.00,0.00,130.75
8306.00,0.00,1284.03
8308.00,0.00,3925.99
8310.00,0.00,2720.18
8312.00,0.00,174.70
8312.00,1.00,996.80
8313.00,0.00,169.46
8314.00,0.00,851.84
8314.00,1.00,300.02
8317.00,0.00,358.43
8318.00,0.00,202.53
8320.00,0.00,120.17
8323.00,0.00,383.12
8323.00,1.00,120.94
8328.00,0.00,242.42
8328.00,1.00,1749.66
8331.00,0.00,6568.07
8332.00,0.00,431.41
8332.00,1.00,2627.29
8339.00,0.00,1984.82
8339.00,1.00,328.08
8339.00,2.00,2307.98
8339.00,3.00,223.38
8339.00,4.00,2559.62
8339.00,5.00,887.24
8340.00,0.00,160.90
8340.00,1.00,768.13
8340.00,2.00,630.61
8340.00,3.00,353.36
8340.00,4.00,278.55
8341.00,0.00,135.53
8347.00,0.00,1274.90
8347.00,1.00,536.32
8348.00,0.00,326.29
8350.00,0.00,136.14
8351.00,0.00,369.60
8351.00,1.00,543.05
8352.00,0.00,120.78
8353.00,0.00,133.07
8357.00,0.00,1170.07
8357.00,1.00,1781.68
8357.00,2.00,1873.79
8358.00,0.00,312.18
8359.00,0.00,1529.01
8367.00,0.00,886.47
8368.00,0.00,163.19
8368.00,1.00,1044.13
8371.00,0.00,283.51
8371.00,1.00,2723.44
8371.00,2.00,444.46
8372.00,0.00,830.40
8372.00,1.00,298.03
8372.00,2.00,288.76
8372.00,3.00,243.37
8378.00,0.00,120.07
8384.00,0.00,802.25
8384.00,1.00,3083.25
8385.00,0.00,128.29
8387.00,0.00,674.99
8387.00,1.00,690.42
8387.00,2.00,196.83
8387.00,3.00,125.57
8387.00,4.00,266.34
8387.00,5.00,293.13
8389.00,0.00,272.17
8390.00,0.00,377.89
8392.00,0.00,682.48
8392.00,1.00,869.91
8392.00,2.00,947.14
8392.00,3.00,666.45
8392.00,4.00,440.84
8392.00,5.00,150.60
8402.00,0.00,822.88
8402.00,1.00,209.62
8402.00,2.00,120.27
8402.00,3.00,523.34
8402.00,4.00,573.03
8403.00,0.00,530.40
8403.00,1.00,1213.76
8403.00,2.00,123.84
8406.00,0.00,248.96
8410.00,0.00,125.48
8410.00,1.00,741.49
8412.00,0.00,1022.24
8412.00,1.00,204.15
8414.00,0.00,141.72
8415.00,0.00,122.52
8418.00,0.00,240.42
8418.00,1.00,216.34
8419.00,0.00,121.00
8420.00,0.00,120.05
8420.00,1.00,160.82
8420.00,2.00,334.38
8426.00,0.00,314.61
8426.00,1.00,130.63
8426.00,2.00,303.30
8426.00,3.00,139.01
8426.00,4.00,407.76
8426.00,5.00,863.38
8433.00,0.00,172.34
8435.00,0.00,1616.53
8435.00,1.00,148.64
8437.00,0.00,5492.47
8441.00,0.00,246.12
8441.00,1.00,1039.71
8443.00,0.00,1250.23
8446.00,0.00,260.38
8446.00,1.00,741.53
8447.00,0.00,285.47
8450.00,0.00,124.90
8450.00,1.00,1092.60
8453.00,0.00,205.18
8453.00,1.00,246.70
8453.00,2.00,305.74
8453.00,3.00,457.30
8453.00,4.00,173.68
8458.00,0.00,123.98
8461.00,0.00,907.56
8467.00,0.00,206.21
8469.00,0.00,130.11
8475.00,0.00,1398.44
8478.00,0.00,130.81
8480.00,0.00,389.85
8480.00,1.00,120.94
8480.00,2.00,183.11
8481.00,0.00,159.55
8483.00,0.00,2269.42
8483.00,1.00,913.07
8485.00,0.00,600.20
8489.00,0.00,836.09
8491.00,0.00,680.96
8491.00,1.00,154.59
8491.00,2.00,1535.19
8492.00,0.00,649.07
8492.00,1.00,348.85
8496.00,0.00,631.69
8496.00,1.00,2587.21
8496.00,2.00,854.10
8497.00,0.00,816.91
8499.00,0.00,185.75
8505.00,0.00,139.11
8510.00,0.00,173.66
8511.00,0.00,8033.12
8511.00,1.00,269.24
8512.00,0.00,218.69
8512.00,1.00,247.13
8515.00,0.00,636.73
8520.00,0.00,744.49
8521.00,0.00,120.68
8521.00,1.00,172.48
8526.00,0.00,1711.87
8527.00,0.00,1054.98
8530.00,0.00,2677.73
8533.00,0.00,151.97
8533.00,1.00,857.84
8534.00,0.00,176.64
8534.00,1.00,949.51
8537.00,0.00,120.84
8540.00,0.00,231.23
8540.00,1.00,752.33
8540.00,2.00,399.98
8540.00,3.00,500.12
8543.00,0.00,157.27
8545.00,0.00,120.34
8547.00,0.00,125.83
8548.00,0.00,128.97
8550.00,0.00,124.07
8550.00,1.00,120.08
8551.00,0.00,355.73
8552.00,0.00,417.84
8555.00,0.00,779.89
8555.00,1.00,124.83
8557.00,0.00,922.88
8559.00,0.00,1272.44
8561.00,0.00,875.58
8562.00,0.00,341.42
8564.00,0.00,1056.36
8565.00,0.00,1700.14
8566.00,0.00,1481.84
8566.00,1.00,123.26
8566.00,2.00,928.99
8566.00,3.00,121.20
8569.00,0.00,1217.48
8571.00,0.00,422.14
8571.00,1.00,456.49
8573.00,0.00,263.77
8575.00,0.00,134.25
8576.00,0.00,137.03
8582.00,0.00,1438.66
8582.00,1.00,123.05
8584.00,0.00,152.95
8584.00,1.00,459.38
8584.00,2.00,266.51
8584.00,3.00,419.71
8584.00,4.00,135.14
8584.00,5.00,637.70
8584.00,6.00,1067.10
8584.00,7.00,162.82
8584.00,8.00,121.54
8585.00,0.00,3285.21
8585.00,1.00,344.82
8586.00,0.00,486.54
8591.00,0.00,590.56
8592.00,0.00,121.80
8592.00,1.00,259.21
8595.00,0.00,312.48
8597.00,0.00,120.77
8598.00,0.00,1908.11
8598.00,1.00,163.87
8600.00,0.00,571.15
8606.00,0.00,204.90
8607.00,0.00,597.00
8608.00,0.00,421.66
8608.00,1.00,1519.89
8610.00,0.00,365.63
8612.00,0.00,659.16
8616.00,0.00,199.79
8617.00,0.00,1246.68
8617.00,1.00,519.11
8617.00,2.00,797.78
8618.00,0.00,141.57
8618.00,1.00,208.77
8620.00,0.00,131.03
8624.00,0.00,1285.60
8624.00,1.00,1754.91
8624.00,2.00,1153.06
8624.00,3.00,234.53
8624.00,4.00,1348.32
8624.00,5.00,167.40
8624.00,6.00,214.48
8625.00,0.00,732.41
8628.00,0.00,126.36
8630.00,0.00,229.63
8630.00,1.00,584.06
8630.00,2.00,528.96
8636.00,0.00,804.14
8640.00,0.00,1455.78
8645.00,0.00,123.08
8645.00,1.00,1989.80
8645.00,2.00,438.91
8645.00,3.00,1110.36
8645.00,4.00,315.93
8645.00,5.00,559.52
8646.00,0.00,989.80
8648.00,0.00,341.50
8656.00,0.00,4285.54
8657.00,0.00,211.52
8659.00,0.00,205.83
8659.00,1.00,125.37
8659.00,2.00,264.51
8660.00,0.00,150.40
8660.00,1.00,142.55
8661.00,0.00,6086.62
8661.00,1.00,1840.66
8665.00,0.00,137.37
8666.00,0.00,2854.77
8668.00,0.00,826.87
8668.00,1.00,1300.79
8669.00,0.00,120.02
8670.00,0.00,131.03
8670.00,1.00,2048.74
8673.00,0.00,189.90
8674.00,0.00,262.29
8676.00,0.00,722.72
8677.00,0.00,375.41
8678.00,0.00,1039.20
8678.00,1.00,147.45
8678.00,2.00,2259.32
8683.00,0.00,120.13
8683.00,1.00,1428.17
8685.00,0.00,1642.12
8688.00,0.00,145.05
8689.00,0.00,433.19
8689.00,1.00,319.26
8689.00,2.00,630.18
8689.00,3.00,612.75
8689.00,4.00,247.77
8689.00,5.00,128.29
8689.00,6.00,167.40
8691.00,0.00,1057.62
8691.00,1.00,138.15
8691.00,2.00,191.00
8697.00,0.00,1085.79
8700.00,0.00,12266.62
8700.00,1.00,173.04
8703.00,0.00,3262.76
8705.00,0.00,5429.39
8707.00,0.00,146.19
8708.00,0.00,185.47
8711.00,0.00,120.02
8711.00,1.00,1629.19
8711.00,2.00,158.60
8711.00,3.00,1452.77
8711.00,4.00,221.38
8711.00,5.00,1885.86
8711.00,6.00,2175.48
8712.00,0.00,787.70
8715.00,0.00,743.65
8716.00,0.00,120.05
8722.00,0.00,273.76
8722.00,1.00,122.38
8731.00,0.00,535.37
8731.00,1.00,120.01
8731.00,2.00,677.25
8732.00,0.00,2522.25
8733.00,0.00,246.94
8739.00,0.00,181.93
8739.00,1.00,170.37
8742.00,0.00,125.08
8742.00,1.00,734.46
8744.00,0.00,244.39
8744.00,1.00,136.59
8744.00,2.00,392.99
8744.00,3.00,736.84
8747.00,0.00,135.17
8752.00,0.00,121.79
8752.00,1.00,335.25
8752.00,2.00,120.00
8753.00,0.00,1826.97
8753.00,1.00,831.73
8755.00,0.00,174.07
8759.00,0.00,963.72
8759.00,1.00,299.21
8764.00,0.00,572.47
8768.00,0.00,831.22
8772.00,0.00,1462.45
8772.00,1.00,170.50
8777.00,0.00,1037.46
8777.00,1.00,175.05
8780.00,0.00,4543.14
8781.00,0.00,2071.72
8788.00,0.00,1465.56
8792.00,0.00,200.13
8795.00,0.00,158.71
8795.00,1.00,1694.49
8802.00,0.00,123.62
8804.00,0.00,936.42
8805.00,0.00,231.36
8809.00,0.00,1228.38
8809.00,1.00,163.89
8809.00,2.00,269.85
8809.00,3.00,408.30
8811.00,0.00,266.20
8811.00,1.00,295.02
8815.00,0.00,121.86
8817.00,0.00,847.68
8818.00,0.00,121.77
8818.00,1.00,120.03
8821.00,0.00,4534.97
8821.00,1.00,870.09
8828.00,0.00,161.40
8828.00,1.00,671.76
8831.00,0.00,7935.51
8832.00,0.00,913.72
8832.00,1.00,333.86
8832.00,2.00,1073.06
8832.00,3.00,122.96
8832.00,4.00,120.92
8832.00,5.00,1801.44
8832.00,6.00,165.87
8833.00,0.00,493.32
8833.00,1.00,249.41
8833.00,2.00,1821.65
8835.00,0.00,1486.94
8835.00,1.00,120.39
8836.00,0.00,289.55
8838.00,0.00,122.63
8838.00,1.00,1004.93
8838.00,2.00,2065.53
8839.00,0.00,453.67
8840.00,0.00,2008.34
8841.00,0.00,371.14
8844.00,0.00,165.35
8847.00,0.00,395.68
8847.00,1.00,120.78
8847.00,2.00,576.16
8847.00,3.00,127.74
8849.00,0.00,122.03
8855.00,0.00,757.61
8862.00,0.00,638.52
8862.00,1.00,1249.61
8862.00,2.00,122.40
8865.00,0.00,162.60
8866.00,0.00,2166.29
8866.00,1.00,471.92
8866.00,2.00,234.04
8866.00,3.00,950.79
8866.00,4.00,120.01
8868.00,0.00,1784.23
8869.00,0.00,127.67
8869.00,1.00,149.41
8870.00,0.00,122.27
8874.00,0.00,526.19
8875.00,0.00,2553.40
8875.00,1.00,1681.00
8881.00,0.00,128.60
8884.00,0.00,1843.98
8885.00,0.00,358.20
8886.00,0.00,278.86
8887.00,0.00,870.11
8887.00,1.00,177.47
8887.00,2.00,1439.14
8889.00,0.00,137.30
8890.00,0.00,607.54
8891.00,0.00,129.65
8895.00,0.00,348.44
8895.00,1.00,1129.57
8895.00,2.00,120.82
8896.00,0.00,2988.20
8899.00,0.00,396.29
8899.00,1.00,1111.89
8902.00,0.00,1875.42
8904.00,0.00,121.09
8905.00,0.00,1955.56
8908.00,0.00,602.28
8914.00,0.00,318.62
8916.00,0.00,192.87
8916.00,1.00,174.79
8916.00,2.00,1210.76
8926.00,0.00,121.96
8926.00,1.00,166.55
8927.00,0.00,206.33
8927.00,1.00,1971.61
8928.00,0.00,126.02
8929.00,0.00,120.15
8929.00,1.00,522.87
8929.00,2.00,195.67
8931.00,0.00,1738.22
8936.00,0.00,5102.12
8938.00,0.00,1151.36
8938.00,1.00,215.26
8938.00,2.00,120.30
8941.00,0.00,195.16
8943.00,0.00,124.37
8946.00,0.00,385.84
8947.00,0.00,2389.77
8953.00,0.00,517.45
8956.00,0.00,1129.66
8959.00,0.00,158.65
8960.00,0.00,636.86
8960.00,1.00,120.00
8960.00,2.00,617.76
8963.00,0.00,121.24
8967.00,0.00,477.40
8970.00,0.00,823.01
8971.00,0.00,4043.16
8971.00,1.00,125.06
8975.00,0.00,323.98
8976.00,0.00,132.69
8976.00,1.00,204.36
8977.00,0.00,3590.98
8979.00,0.00,875.12
8981.00,0.00,121.28
8982.00,0.00,239.49
8987.00,0.00,476.75
8988.00,0.00,3091.40
8990.00,0.00,223.96
8990.00,1.00,190.48
8997.00,0.00,746.16
8999.00,0.00,147.37
9001.00,0.00,121.22
9001.00,1.00,120.00
9005.00,0.00,796.82
9010.00,0.00,1812.84
9011.00,0.00,578.80
9011.00,1.00,132.78
9011.00,2.00,1158.48
9011.00,3.00,120.76
9011.00,4.00,168.63
9013.00,0.00,143.41
9014.00,0.00,266.25
9020.00,0.00,148.98
9021.00,0.00,4918.20
9021.00,1.00,121.85
9022.00,0.00,3703.08
9023.00,0.00,128.07
9027.00,0.00,948.80
9028.00,0.00,181.18
9029.00,0.00,120.05
9030.00,0.00,120.02
9030.00,1.00,146.80
9030.00,2.00,942.21
9032.00,0.00,162.80
9033.00,0.00,132.46
9034.00,0.00,163.18
9035.00,0.00,1672.16
9035.00,1.00,155.41
9035.00,2.00,364.34
9035.00,3.00,517.83
9036.00,0.00,994.09
9036.00,1.00,3045.70
9038.00,0.00,125.55
9038.00,1.00,122.24
9039.00,0.00,915.41
9039.00,1.00,157.25
9039.00,2.00,343.19
9044.00,0.00,2230.59
9044.00,1.00,447.41
9044.00,2.00,178.51
9044.00,3.00,377.25
9044.00,4.00,1983.97
9044.00,5.00,540.71
9049.00,0.00,231.48
9049.00,1.00,1003.10
9051.00,0.00,319.98
9051.00,1.00,130.58
9051.00,2.00,325.15
9051.00,3.00,280.24
9051.00,4.00,155.20
9051.00,5.00,715.02
9051.00,6.00,153.19
9051.00,7.00,1995.05
9052.00,0.00,249.56
9053.00,0.00,270.77
9053.00,1.00,580.67
9053.00,2.00,1048.88
9053.00,3.00,213.50
9058.00,0.00,3030.08
9058.00,1.00,1953.40
9060.00,0.00,2608.10
9067.00,0.00,475.59
9068.00,0.00,1702.98
9072.00,0.00,120.05
9075.00,0.00,972.02
9075.00,1.00,320.27
9075.00,2.00,1105.94
9077.00,0.00,124.10
9077.00,1.00,1688.63
9083.00,0.00,364.42
9084.00,0.00,342.68
9084.00,1.00,293.94
9086.00,0.00,192.31
9090.00,0.00,636.13
9090.00,1.00,1939.94
9090.00,2.00,2939.36
9092.00,0.00,1700.25
9092.00,1.00,128.96
9092.00,2.00,157.43
9096.00,0.00,156.71
9105.00,0.00,811.05
9107.00,0.00,4356.11
9112.00,0.00,586.15
9112.00,1.00,5009.96
